Episode,Season,Week Number,Judge,Week Name,Baker,Gender,Age,Signature Handshake,Technical Rank,Showstopper Handshake,Star Baker,Eliminated,Competed,Winner
"Series 10, Episode 2",10,2,Prue,Biscuits,Priya,F,34,0,7.0,0,0,0,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Rosie,F,28,0,5.0,0,0,0,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Steph,F,28,0,10.0,0,0,0,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Alice,F,29,0,7.0,0,0,0,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Amelia,F,24,0,11.0,0,0,1,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Dan,M,32,0,,0,0,0,0,0
"Series 10, Episode 3",10,3,Prue,Bread,David,M,36,0,2.0,0,0,0,1,1
"Series 10, Episode 3",10,3,Prue,Bread,Helena,F,40,0,8.0,0,0,0,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Henry,M,20,0,1.0,0,0,0,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Jamie,M,20,0,,0,0,0,0,0
"Series 10, Episode 3",10,3,Prue,Bread,Michael,M,26,1,6.0,0,1,0,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Michelle,F,35,0,5.0,0,0,0,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Phil,M,56,0,10.0,0,0,0,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Priya,F,34,0,4.0,0,0,0,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Rosie,F,28,0,9.0,0,0,0,1,0
"Series 10, Episode 3",10,3,Prue,Bread,Steph,F,28,0,3.0,0,0,0,1,0
"Series 10, Episode 4",10,4,Prue,Dairy,Alice,F,29,0,8.0,0,0,0,1,0
"Series 10, Episode 4",10,4,Prue,Dairy,Amelia,F,24,0,,0,0,0,0,0
"Series 10, Episode 4",10,4,Prue,Dairy,Dan,M,32,0,,0,0,0,0,0
"Series 10, Episode 4",10,4,Prue,Dairy,David,M,36,0,2.0,0,0,0,1,1
"Series 10, Episode 4",10,4,Prue,Dairy,Helena,F,40,0,9.0,0,0,0,1,0
"Series 10, Episode 4",10,4,Prue,Dairy,Henry,M,20,0,3.0,0,0,0,1,0
"Series 10, Episode 4",10,4,Prue,Dairy,Jamie,M,20,0,,0,0,0,0,0
"Series 10, Episode 4",10,4,Prue,Dairy,Michael,M,26,0,7.0,0,0,0,1,0
"Series 10, Episode 4",10,4,Prue,Dairy,Michelle,F,35,0,5.0,0,0,0,1,0
"Series 10, Episode 4",10,4,Prue,Dairy,Phil,M,56,0,6.0,0,0,1,1,0
"Series 10, Episode 4",10,4,Prue,Dairy,Priya,F,34,0,10.0,0,0,0,1,0
"Series 10, Episode 4",10,4,Prue,Dairy,Rosie,F,28,0,4.0,0,0,0,1,0
"Series 10, Episode 4",10,4,Prue,Dairy,Steph,F,28,0,1.0,0,1,0,1,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Alice,F,29,0,6.0,0,0,0,1,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Amelia,F,24,0,,0,0,0,0,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Dan,M,32,0,,0,0,0,0,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,David,M,36,1,9.0,0,0,0,1,1
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Helena,F,40,0,1.0,0,0,1,1,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Henry,M,20,0,3.0,0,0,0,1,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Jamie,M,20,0,,0,0,0,0,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Michael,M,26,0,8.0,0,0,0,1,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Michelle,F,35,0,7.0,0,0,1,1,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Phil,M,56,0,,0,0,0,0,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Priya,F,34,0,2.0,0,0,0,1,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Rosie,F,28,0,5.0,0,0,0,1,0
"Series 10, Episode 5",10,5,Prue,Roaring Twenties,Steph,F,28,0,4.0,0,1,0,1,0
"Series 10, Episode 6",10,6,Prue,Dessert,Alice,F,29,0,1.0,0,0,0,1,0
"Series 10, Episode 6",10,6,Prue,Dessert,Amelia,F,24,0,,0,0,0,0,0
"Series 10, Episode 6",10,6,Prue,Dessert,Dan,M,32,0,,0,0,0,0,0
"Series 10, Episode 6",10,6,Prue,Dessert,David,M,36,0,2.0,0,0,0,1,1
"Series 10, Episode 6",10,6,Prue,Dessert,Helena,F,40,0,,0,0,0,0,0
"Series 10, Episode 6",10,6,Prue,Dessert,Henry,M,20,0,4.0,0,0,0,1,0
"Series 10, Episode 6",10,6,Prue,Dessert,Jamie,M,20,0,,0,0,0,0,0
"Series 10, Episode 6",10,6,Prue,Dessert,Michael,M,26,0,6.0,0,0,0,1,0
"Series 10, Episode 6",10,6,Prue,Dessert,Michelle,F,35,0,,0,0,0,0,0
"Series 10, Episode 6",10,6,Prue,Dessert,Phil,M,56,0,,0,0,0,0,0
"Series 10, Episode 6",10,6,Prue,Dessert,Priya,F,34,0,7.0,0,0,1,1,0
"Series 10, Episode 6",10,6,Prue,Dessert,Rosie,F,28,0,5.0,0,0,0,1,0
"Series 10, Episode 6",10,6,Prue,Dessert,Steph,F,28,0,3.0,0,1,0,1,0
"Series 10, Episode 7",10,7,Prue,Festivals,Alice,F,29,0,6.0,0,0,0,1,0
"Series 10, Episode 7",10,7,Prue,Festivals,Amelia,F,24,0,,0,0,0,0,0
"Series 10, Episode 7",10,7,Prue,Festivals,Dan,M,32,0,,0,0,0,0,0
"Series 10, Episode 7",10,7,Prue,Festivals,David,M,36,0,2.0,0,0,0,1,1
"Series 10, Episode 7",10,7,Prue,Festivals,Helena,F,40,0,,0,0,0,0,0
"Series 10, Episode 7",10,7,Prue,Festivals,Henry,M,20,0,3.0,1,1,0,1,0
"Series 10, Episode 7",10,7,Prue,Festivals,Jamie,M,20,0,,0,0,0,0,0
"Series 10, Episode 7",10,7,Prue,Festivals,Michael,M,26,0,5.0,0,0,1,1,0
"Series 10, Episode 7",10,7,Prue,Festivals,Michelle,F,35,0,,0,0,0,0,0
"Series 10, Episode 7",10,7,Prue,Festivals,Phil,M,56,0,,0,0,0,0,0
"Series 10, Episode 7",10,7,Prue,Festivals,Priya,F,34,0,,0,0,0,0,0
"Series 10, Episode 7",10,7,Prue,Festivals,Rosie,F,28,0,1.0,0,0,0,1,0
"Series 10, Episode 7",10,7,Prue,Festivals,Steph,F,28,0,4.0,1,0,0,1,0
"Series 10, Episode 8",10,8,Prue,Festivals,Alice,F,29,0,3.0,0,0,0,1,0
"Series 10, Episode 8",10,8,Prue,Festivals,Amelia,F,24,0,,0,0,0,0,0
"Series 10, Episode 8",10,8,Prue,Festivals,Dan,M,32,0,,0,0,0,0,0
"Series 10, Episode 8",10,8,Prue,Festivals,David,M,36,0,1.0,0,0,0,1,1
"Series 10, Episode 8",10,8,Prue,Festivals,Helena,F,40,0,,0,0,0,0,0
"Series 10, Episode 8",10,8,Prue,Festivals,Henry,M,20,0,5.0,0,0,1,1,0
"Series 10, Episode 8",10,8,Prue,Festivals,Jamie,M,20,0,,0,0,0,0,0
"Series 10, Episode 8",10,8,Prue,Festivals,Michael,M,26,0,,0,0,0,0,0
"Series 10, Episode 8",10,8,Prue,Festivals,Michelle,F,35,0,,0,0,0,0,0
"Series 10, Episode 8",10,8,Prue,Festivals,Phil,M,56,0,,0,0,0,0,0
"Series 10, Episode 8",10,8,Prue,Festivals,Priya,F,34,0,,0,0,0,0,0
"Series 10, Episode 8",10,8,Prue,Festivals,Rosie,F,28,0,2.0,0,0,0,1,0
"Series 10, Episode 8",10,8,Prue,Festivals,Steph,F,28,0,4.0,0,1,0,1,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Alice,F,29,0,4.0,0,1,0,1,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Amelia,F,24,0,,0,0,0,0,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Dan,M,32,0,,0,0,0,0,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,David,M,36,0,2.0,0,0,0,1,1
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Helena,F,40,0,,0,0,0,0,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Henry,M,20,0,,0,0,0,0,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Jamie,M,20,0,,0,0,0,0,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Michael,M,26,0,,0,0,0,0,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Michelle,F,35,0,,0,0,0,0,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Phil,M,56,0,,0,0,0,0,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Priya,F,34,0,,0,0,0,0,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Rosie,F,28,0,1.0,0,0,1,1,0
"Series 10, Episode 9",10,9,Prue,Pâtisserie,Steph,F,28,0,3.0,0,0,0,1,0
"Series 10, Episode 10",10,10,Prue,Final,Alice,F,29,0,2.0,0,0,1,1,0
"Series 10, Episode 10",10,10,Prue,Final,Amelia,F,24,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,Dan,M,32,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,David,M,36,0,1.0,0,1,0,1,1
"Series 10, Episode 10",10,10,Prue,Final,Helena,F,40,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,Henry,M,20,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,Jamie,M,20,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,Michael,M,26,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,Michelle,F,35,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,Phil,M,56,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,Priya,F,34,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,Rosie,F,28,0,,0,0,0,0,0
"Series 10, Episode 10",10,10,Prue,Final,Steph,F,28,0,3.0,0,0,1,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Dave,M,30,0,9.0,0,0,0,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Hermine,F,39,0,5.0,0,0,0,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Laura,F,31,0,6.0,0,0,0,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Linda,F,61,0,12.0,0,0,0,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Loriea,F,27,0,10.0,0,0,1,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Lottie,F,31,0,4.0,0,0,0,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Mak,M,51,0,8.0,0,0,0,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Marc E,M,51,0,11.0,0,0,0,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Mark L,M,32,0,7.0,0,0,0,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Peter,M,20,0,2.0,0,1,0,1,1
"Series 11, Episode 1",11,1,Prue,Cake,Rowan,M,55,0,3.0,0,0,0,1,0
"Series 11, Episode 1",11,1,Prue,Cake,Sura,F,31,0,1.0,0,0,0,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Dave,M,30,0,1.0,0,1,0,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Hermine,F,39,0,5.0,0,0,0,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Laura,F,31,0,7.0,0,0,0,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Linda,F,61,0,4.0,0,0,0,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Loriea,F,27,0,,0,0,0,0,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Lottie,F,31,1,8.0,0,0,0,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Mak,M,51,0,3.0,0,0,1,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Marc E,M,51,0,9.0,0,0,0,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Mark L,M,32,0,2.0,0,0,0,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Peter,M,20,0,10.0,0,0,0,1,1
"Series 11, Episode 2",11,2,Prue,Biscuits,Rowan,M,55,0,11.0,0,0,0,1,0
"Series 11, Episode 2",11,2,Prue,Biscuits,Sura,F,31,0,6.0,0,0,0,1,0
"Series 11, Episode 3",11,3,Prue,Bread,Dave,M,30,0,9.0,0,0,0,1,0
"Series 11, Episode 3",11,3,Prue,Bread,Hermine,F,39,0,7.0,0,0,0,1,0
"Series 11, Episode 3",11,3,Prue,Bread,Laura,F,31,0,6.0,0,0,0,1,0
"Series 11, Episode 3",11,3,Prue,Bread,Linda,F,61,0,1.0,0,0,0,1,0
"Series 11, Episode 3",11,3,Prue,Bread,Loriea,F,27,0,,0,0,0,0,0
"Series 11, Episode 3",11,3,Prue,Bread,Lottie,F,31,0,5.0,0,0,0,1,0
"Series 11, Episode 3",11,3,Prue,Bread,Mak,M,51,0,,0,0,0,0,0
"Series 11, Episode 3",11,3,Prue,Bread,Marc E,M,51,0,2.0,0,1,0,1,0
"Series 11, Episode 3",11,3,Prue,Bread,Mark L,M,32,0,3.0,0,0,0,1,0
"Series 11, Episode 3",11,3,Prue,Bread,Peter,M,20,0,4.0,0,0,0,1,1
"Series 11, Episode 3",11,3,Prue,Bread,Rowan,M,55,0,10.0,0,0,1,1,0
"Series 11, Episode 3",11,3,Prue,Bread,Sura,F,31,0,7.0,0,0,0,1,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Dave,M,30,0,8.0,0,0,0,1,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Hermine,F,39,0,5.0,0,0,0,1,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Laura,F,31,0,2.0,0,0,0,1,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Linda,F,61,0,1.0,0,0,0,1,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Loriea,F,27,0,,0,0,0,0,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Lottie,F,31,0,9.0,0,0,0,1,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Mak,M,51,0,,0,0,0,0,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Marc E,M,51,0,6.0,0,0,0,1,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Mark L,M,32,0,3.0,0,1,0,1,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Peter,M,20,0,4.0,0,0,0,1,1
"Series 11, Episode 4",11,4,Prue,Chocolate,Rowan,M,55,0,,0,0,0,0,0
"Series 11, Episode 4",11,4,Prue,Chocolate,Sura,F,31,0,7.0,0,0,1,1,0
"Series 11, Episode 5",11,5,Prue,Pastry,Dave,M,30,0,5.0,0,0,0,1,0
"Series 11, Episode 5",11,5,Prue,Pastry,Hermine,F,39,0,2.0,0,0,0,1,0
"Series 11, Episode 5",11,5,Prue,Pastry,Laura,F,31,0,6.0,0,1,0,1,0
"Series 11, Episode 5",11,5,Prue,Pastry,Linda,F,61,0,8.0,0,0,1,1,0
"Series 11, Episode 5",11,5,Prue,Pastry,Loriea,F,27,0,,0,0,0,0,0
"Series 11, Episode 5",11,5,Prue,Pastry,Lottie,F,31,0,4.0,0,0,0,1,0
"Series 11, Episode 5",11,5,Prue,Pastry,Mak,M,51,0,,0,0,0,0,0
"Series 11, Episode 5",11,5,Prue,Pastry,Marc E,M,51,0,7.0,0,0,0,1,0
"Series 11, Episode 5",11,5,Prue,Pastry,Mark L,M,32,0,3.0,0,0,0,1,0
"Series 11, Episode 5",11,5,Prue,Pastry,Peter,M,20,0,1.0,0,0,0,1,1
"Series 11, Episode 5",11,5,Prue,Pastry,Rowan,M,55,0,,0,0,0,0,0
"Series 11, Episode 5",11,5,Prue,Pastry,Sura,F,31,0,,0,0,0,0,0
"Series 11, Episode 6",11,6,Prue,Japanese,Dave,M,30,0,3.0,0,0,0,1,0
"Series 11, Episode 6",11,6,Prue,Japanese,Hermine,F,39,0,4.0,0,0,0,1,0
"Series 11, Episode 6",11,6,Prue,Japanese,Laura,F,31,0,7.0,0,0,0,1,0
"Series 11, Episode 6",11,6,Prue,Japanese,Linda,F,61,0,,0,0,0,0,0
"Series 11, Episode 6",11,6,Prue,Japanese,Loriea,F,27,0,,0,0,0,0,0
"Series 11, Episode 6",11,6,Prue,Japanese,Lottie,F,31,0,2.0,0,1,0,1,0
"Series 11, Episode 6",11,6,Prue,Japanese,Mak,M,51,0,,0,0,0,0,0
"Series 11, Episode 6",11,6,Prue,Japanese,Marc E,M,51,0,6.0,0,0,0,1,0
"Series 11, Episode 6",11,6,Prue,Japanese,Mark L,M,32,0,5.0,0,0,1,1,0
"Series 11, Episode 6",11,6,Prue,Japanese,Peter,M,20,0,1.0,0,0,0,1,1
"Series 11, Episode 6",11,6,Prue,Japanese,Rowan,M,55,0,,0,0,0,0,0
"Series 11, Episode 6",11,6,Prue,Japanese,Sura,F,31,0,,0,0,0,0,0
"Series 11, Episode 7",11,7,Prue,1980s,Dave,M,30,0,6.0,0,0,0,1,0
"Series 11, Episode 7",11,7,Prue,1980s,Hermine,F,39,0,1.0,0,1,0,1,0
"Series 11, Episode 7",11,7,Prue,1980s,Laura,F,31,0,4.0,0,0,0,1,0
"Series 11, Episode 7",11,7,Prue,1980s,Linda,F,61,0,,0,0,0,0,0
"Series 11, Episode 7",11,7,Prue,1980s,Loriea,F,27,0,,0,0,0,0,0
"Series 11, Episode 7",11,7,Prue,1980s,Lottie,F,31,0,5.0,0,0,1,1,0
"Series 11, Episode 7",11,7,Prue,1980s,Mak,M,51,0,,0,0,0,0,0
"Series 11, Episode 7",11,7,Prue,1980s,Marc E,M,51,0,3.0,0,0,0,1,0
"Series 11, Episode 7",11,7,Prue,1980s,Mark L,M,32,0,,0,0,0,0,0
"Series 11, Episode 7",11,7,Prue,1980s,Peter,M,20,0,2.0,0,0,0,1,1
"Series 11, Episode 7",11,7,Prue,1980s,Rowan,M,55,0,,0,0,0,0,0
"Series 11, Episode 7",11,7,Prue,1980s,Sura,F,31,0,,0,0,0,0,0
"Series 11, Episode 8",11,8,Prue,Dessert,Dave,M,30,0,5.0,0,0,0,1,0
"Series 11, Episode 8",11,8,Prue,Dessert,Hermine,F,39,0,3.0,0,1,0,1,0
"Series 11, Episode 8",11,8,Prue,Dessert,Laura,F,31,0,1.0,0,0,0,1,0
"Series 11, Episode 8",11,8,Prue,Dessert,Linda,F,61,0,,0,0,0,0,0
"Series 11, Episode 8",11,8,Prue,Dessert,Loriea,F,27,0,,0,0,0,0,0
"Series 11, Episode 8",11,8,Prue,Dessert,Lottie,F,31,0,,0,0,0,0,0
"Series 11, Episode 8",11,8,Prue,Dessert,Mak,M,51,0,,0,0,0,0,0
"Series 11, Episode 8",11,8,Prue,Dessert,Marc E,M,51,0,2.0,0,0,1,1,0
"Series 11, Episode 8",11,8,Prue,Dessert,Mark L,M,32,0,,0,0,0,0,0
"Series 11, Episode 8",11,8,Prue,Dessert,Peter,M,20,0,4.0,0,0,0,1,1
"Series 11, Episode 8",11,8,Prue,Dessert,Rowan,M,55,0,,0,0,0,0,0
"Series 11, Episode 8",11,8,Prue,Dessert,Sura,F,31,0,,0,0,0,0,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Dave,M,30,0,3.0,0,0,0,1,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Hermine,F,39,0,2.0,0,0,1,1,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Laura,F,31,0,4.0,0,0,0,1,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Linda,F,61,0,,0,0,0,0,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Loriea,F,27,0,,0,0,0,0,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Lottie,F,31,0,,0,0,0,0,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Mak,M,51,0,,0,0,0,0,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Marc E,M,51,0,,0,0,0,0,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Mark L,M,32,0,,0,0,0,0,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Peter,M,20,0,1.0,0,1,0,1,1
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Rowan,M,55,0,,0,0,0,0,0
"Series 11, Episode 9",11,9,Prue,Pâtisserie,Sura,F,31,0,,0,0,0,0,0
"Series 11, Episode 10",11,10,Prue,Final,Dave,M,30,0,1.0,0,0,1,1,0
"Series 11, Episode 10",11,10,Prue,Final,Hermine,F,39,0,,0,0,0,0,0
"Series 11, Episode 10",11,10,Prue,Final,Laura,F,31,0,3.0,0,0,1,1,0
"Series 11, Episode 10",11,10,Prue,Final,Linda,F,61,0,,0,0,0,0,0
"Series 11, Episode 10",11,10,Prue,Final,Loriea,F,27,0,,0,0,0,0,0
"Series 11, Episode 10",11,10,Prue,Final,Lottie,F,31,0,,0,0,0,0,0
"Series 11, Episode 10",11,10,Prue,Final,Mak,M,51,0,,0,0,0,0,0
"Series 11, Episode 10",11,10,Prue,Final,Marc E,M,51,0,,0,0,0,0,0
"Series 11, Episode 10",11,10,Prue,Final,Mark L,M,32,0,,0,0,0,0,0
"Series 11, Episode 10",11,10,Prue,Final,Peter,M,20,0,2.0,0,1,0,1,1
"Series 11, Episode 10",11,10,Prue,Final,Rowan,M,55,0,,0,0,0,0,0
"Series 11, Episode 10",11,10,Prue,Final,Sura,F,31,0,,0,0,0,0,0
