,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods,Police Districts,Supervisor Districts,Fire Prevention Districts,Zip Codes,Analysis Neighborhoods
14417,1950,BULLSHEAD RESTAURANT,840 ULLOA St,San Francisco,CA,94127,37.740785,-122.465507,"{'longitude': '-122.465507', 'latitude': '37.740785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155664350.0,1950_20180924,2018-09-24T00:00:00.000,92.0,Routine - Unscheduled,1950_20180924_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,40.0,8.0,4.0,1.0,59.0,41.0
14424,2359,LA TRAVIATA,2854 MISSION St,San Francisco,CA,94110,37.751296,-122.418414,"{'longitude': '-122.418414', 'latitude': '37.751296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155280500.0,2359_20170706,2017-07-06T00:00:00.000,62.0,Routine - Unscheduled,2359_20170706_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14438,62701,Wayfare Tavern,558 Sacramento St,San Francisco,CA,94111,37.793907,-122.402304,"{'longitude': '-122.402304', 'latitude': '37.793907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150256062.0,62701_20190301,2019-03-01T00:00:00.000,83.0,Routine - Unscheduled,62701_20190301_103129,Insufficient hot water or running water,Moderate Risk,4.0,1.0,10.0,3.0,28860.0,6.0
14439,3055,"SAFEWAY STORES, INC. #995",1335 Webster St,San Francisco,CA,94115,37.783253,-122.431034,"{'longitude': '-122.431034', 'latitude': '37.783253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155924557.0,3055_20190118,2019-01-18T00:00:00.000,88.0,Routine - Unscheduled,3055_20190118_103131,Moderate risk vermin infestation,Moderate Risk,41.0,9.0,11.0,15.0,29490.0,39.0
14447,4874,JUMP START COFFEE & GROCERY,1192 GUERRERO St,San Francisco,CA,94110,37.752118,-122.422914,"{'longitude': '-122.422914', 'latitude': '37.752118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155647555.0,4874_20170815,2017-08-15T00:00:00.000,88.0,Routine - Unscheduled,4874_20170815_103142,Unclean nonfood contact surfaces,Low Risk,19.0,4.0,5.0,2.0,28859.0,20.0
14473,3665,Tower Carwash,1601 Mission St,San Francisco,CA,94102,37.772025,-122.419112,"{'longitude': '-122.419112', 'latitude': '37.772025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155559274.0,3665_20180208,2018-02-08T00:00:00.000,88.0,Routine - Unscheduled,3665_20180208_103139,Improper food storage,Low Risk,19.0,2.0,9.0,8.0,28853.0,20.0
14484,11610,On Lok,225 30th St,San Francisco,CA,94131,37.742129,-122.425006,"{'longitude': '-122.425006', 'latitude': '37.742129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155644359.0,11610_20161227,2016-12-27T00:00:00.000,90.0,Routine - Unscheduled,11610_20161227_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,7.0,7.0,5.0,2.0,63.0,10.0
14499,2032,QUEEN ANNE HOTEL,1590 SUTTER St,San Francisco,CA,94109,37.786988,-122.426464,"{'longitude': '-122.426464', 'latitude': '37.786988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155442828.0,2032_20180705,2018-07-05T00:00:00.000,87.0,Routine - Unscheduled,2032_20180705_103109,Unclean or unsanitary food contact surfaces,High Risk,27.0,9.0,11.0,13.0,28858.0,30.0
14506,5950,LICK-WILMERDING HIGH SCHOOL,755 OCEAN Ave,San Francisco,CA,94112,37.722933,-122.448971,"{'longitude': '-122.448971', 'latitude': '37.722933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155334021.0,5950_20160831,2016-08-31T00:00:00.000,92.0,Routine - Unscheduled,5950_20160831_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,24.0,7.0,4.0,9.0,28861.0,24.0
14507,5925,ARCHBISHOP RIORDAN HIGH SCHOOL CAFE,175 PHELAN,San Francisco,CA,94112,37.727337,-122.45245,"{'longitude': '-122.45245', 'latitude': '37.727337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155588200.0,5925_20190225,2019-02-25T00:00:00.000,96.0,Routine - Unscheduled,5925_20190225_103161,Low risk vermin infestation,Low Risk,40.0,7.0,4.0,9.0,28861.0,41.0
14519,3825,COVE CAFE,434 CASTRO St,San Francisco,CA,94114,37.761918,-122.435135,"{'longitude': '-122.435135', 'latitude': '37.761918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155620462.0,3825_20170717,2017-07-17T00:00:00.000,87.0,Routine - Unscheduled,3825_20170717_103154,Unclean or degraded floors walls or ceilings,Low Risk,3.0,4.0,5.0,15.0,28862.0,5.0
14522,2357,CHINA EXPRESS,2798 MISSION St,San Francisco,CA,94110,37.752408,-122.418535,"{'longitude': '-122.418535', 'latitude': '37.752408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155640881.0,2357_20170602,2017-06-02T00:00:00.000,67.0,Routine - Unscheduled,2357_20170602_103157,Food safety certificate or food handler card not available,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14525,2134,"CHIEFTAIN IRISH PUB, THE",198 05th St,San Francisco,CA,94103,37.781567,-122.405059,"{'longitude': '-122.405059', 'latitude': '37.781567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155610916.0,2134_20161109,2016-11-09T00:00:00.000,87.0,Routine - Unscheduled,2134_20161109_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,34.0,2.0,9.0,14.0,28853.0,34.0
14528,5859,BURTON HIGH SCHOOL,400 MANSELL St,San Francisco,CA,94134,37.720656,-122.405108,"{'longitude': '-122.405108', 'latitude': '37.720656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155464570.0,5859_20181022,2018-10-22T00:00:00.000,91.0,Routine - Unscheduled,5859_20181022_103144,Unapproved or unmaintained equipment or utensils,Low Risk,28.0,3.0,7.0,10.0,309.0,25.0
14530,2085,KENTUCKY FRIED CHICKEN #249,691 EDDY St,San Francisco,CA,94109,37.783053,-122.418988,"{'longitude': '-122.418988', 'latitude': '37.783053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155672641.0,2085_20161108,2016-11-08T00:00:00.000,78.0,Routine - Unscheduled,2085_20161108_103109,Unclean or unsanitary food contact surfaces,High Risk,36.0,9.0,9.0,7.0,28852.0,36.0
14532,1003,RINCON PERUANO RESTAURANT,3364 26th St,San Francisco,CA,94110,37.749128,-122.417402,"{'longitude': '-122.417402', 'latitude': '37.749128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155897712.0,1003_20170823,2017-08-23T00:00:00.000,86.0,Routine - Unscheduled,1003_20170823_103157,Food safety certificate or food handler card not available,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14533,2483,CAFE UNION,1830 UNION St,San Francisco,CA,94123,37.797878,-122.429504,"{'longitude': '-122.429504', 'latitude': '37.797878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155674119.0,2483_20160907,2016-09-07T00:00:00.000,96.0,Routine - Unscheduled,2483_20160907_103120,Moderate risk food holding temperature,Moderate Risk,17.0,9.0,1.0,13.0,57.0,13.0
14539,1075,"SANDWICH PLACE, THE",2029 MISSION St,San Francisco,CA,94110,37.764384,-122.419566,"{'longitude': '-122.419566', 'latitude': '37.764384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155433811.0,1075_20180427,2018-04-27T00:00:00.000,89.0,Routine - Unscheduled,1075_20180427_103154,Unclean or degraded floors walls or ceilings,Low Risk,19.0,4.0,7.0,8.0,28859.0,20.0
14541,3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,"{'longitude': '-122.418376', 'latitude': '37.751554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155280283.0,3623_20160819,2016-08-19T00:00:00.000,88.0,Routine - Unscheduled,3623_20160819_103157,Food safety certificate or food handler card not available,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14543,5192,COMING HOME HOSPICE,115 Diamond St,San Francisco,CA,94107,37.760485,-122.437091,"{'longitude': '-122.437091', 'latitude': '37.760485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155861110.0,5192_20180205,2018-02-05T00:00:00.000,91.0,Routine - Unscheduled,5192_20180205_103109,Unclean or unsanitary food contact surfaces,High Risk,3.0,4.0,5.0,2.0,28862.0,5.0
14545,71380,Curry Up Now,659 Valencia St,San Francisco,CA,94110,37.762265,-122.421586,"{'longitude': '-122.421586', 'latitude': '37.762265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155827000.0,71380_20171019,2017-10-19T00:00:00.000,92.0,Routine - Unscheduled,71380_20171019_103133,Foods not protected from contamination,Moderate Risk,19.0,4.0,7.0,8.0,28859.0,20.0
14550,61669,Good Eats Cafe,200 Pine St #160,San Francisco,CA,94104,37.792237,-122.400124,"{'longitude': '-122.400124', 'latitude': '37.792237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150296633.0,61669_20190408,2019-04-08T00:00:00.000,86.0,Routine - Unscheduled,61669_20190408_103131,Moderate risk vermin infestation,Moderate Risk,6.0,1.0,10.0,4.0,28854.0,8.0
14555,3651,PANCHO VILLA,3071 16th St,San Francisco,CA,94103,37.764897,-122.421234,"{'longitude': '-122.421234', 'latitude': '37.764897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155868840.0,3651_20170622,2017-06-22T00:00:00.000,64.0,Routine - Unscheduled,3651_20170622_103133,Foods not protected from contamination,Moderate Risk,19.0,4.0,7.0,8.0,28859.0,20.0
14561,71168,Mangrove Kitchen,312 DIVISADERO St,San Francisco,CA,94117,37.772458,-122.437247,"{'longitude': '-122.437247', 'latitude': '37.772458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155795454.0,71168_20180628,2018-06-28T00:00:00.000,88.0,Routine - Unscheduled,71168_20180628_103144,Unapproved or unmaintained equipment or utensils,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
14562,2973,KOH SAMUI & THE MONKEY,415 BRANNAN St,San Francisco,CA,94107,37.779777,-122.394673,"{'longitude': '-122.394673', 'latitude': '37.779777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155579885.0,2973_20170815,2017-08-15T00:00:00.000,90.0,Routine - Unscheduled,2973_20170815_103131,Moderate risk vermin infestation,Moderate Risk,34.0,2.0,9.0,6.0,28856.0,34.0
14569,32671,La Taqueria Guadalajara,3146 24th St,San Francisco,CA,94110,37.752512,-122.415109,"{'longitude': '-122.415109', 'latitude': '37.752512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155644892.0,32671_20170110,2017-01-10T00:00:00.000,70.0,Routine - Unscheduled,32671_20170110_103154,Unclean or degraded floors walls or ceilings,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14570,6030,Woolf House Senior Center,801 Howard St . #413,San Francisco,CA,94103,37.783037,-122.402952,"{'longitude': '-122.402952', 'latitude': '37.783037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155677603.0,6030_20160701,2016-07-01T00:00:00.000,94.0,Routine - Unscheduled,6030_20160701_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,34.0,2.0,9.0,6.0,28853.0,34.0
14572,1018,PETES BARBEQUE,2399 MISSION St,San Francisco,CA,94110,37.758684,-122.418975,"{'longitude': '-122.418975', 'latitude': '37.758684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155821009.0,1018_20180208,2018-02-08T00:00:00.000,87.0,Routine - Unscheduled,1018_20180208_103144,Unapproved or unmaintained equipment or utensils,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14577,69387,Chabaa Thai Cuisine,420 Geary St,San Francisco,CA,94102,37.787178,-122.410237,"{'longitude': '-122.410237', 'latitude': '37.787178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155343121.0,69387_20161123,2016-11-23T00:00:00.000,88.0,Routine - Unscheduled,69387_20161123_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,36.0,1.0,10.0,5.0,28852.0,36.0
14581,4860,Play  Field Cafe,1 Zoo Rd,San Francisco,CA,94132,37.73017,-122.502535,"{'longitude': '-122.502535', 'latitude': '37.73017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155757132.0,4860_20160527,2016-05-27T00:00:00.000,96.0,Routine - Unscheduled,4860_20160527_103144,Unapproved or unmaintained equipment or utensils,Low Risk,14.0,8.0,4.0,1.0,64.0,16.0
14586,3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,San Francisco,CA,94134,37.728458,-122.403991,"{'longitude': '-122.403991', 'latitude': '37.728458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155469666.0,3862_20170104,2017-01-04T00:00:00.000,66.0,Routine - Unscheduled,3862_20170104_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk,28.0,3.0,7.0,10.0,309.0,25.0
14598,146,DEJA VU PIZZA & PASTA,3227 16th St,San Francisco,CA,94103,37.764713,-122.424709,"{'longitude': '-122.424709', 'latitude': '37.764713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155251600.0,146_20161017,2016-10-17T00:00:00.000,84.0,Routine - Unscheduled,146_20161017_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,19.0,4.0,5.0,8.0,28859.0,20.0
14603,2409,Mission Hunan Restaurant,2960 16th St,San Francisco,CA,94103,37.765142,-122.419026,"{'longitude': '-122.419026', 'latitude': '37.765142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155628288.0,2409_20160901,2016-09-01T00:00:00.000,94.0,Routine - Unscheduled,2409_20160901_103139,Improper food storage,Low Risk,19.0,4.0,7.0,8.0,28853.0,20.0
14608,39862,Trader Joe's #236,265 Winston Dr,San Francisco,CA,94132,37.726891,-122.475673,"{'longitude': '-122.475673', 'latitude': '37.726891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155661835.0,39862_20170401,2017-04-01T00:00:00.000,92.0,Routine - Unscheduled,39862_20170401_103144,Unapproved or unmaintained equipment or utensils,Low Risk,14.0,8.0,4.0,1.0,64.0,16.0
14609,71909,Shanghai Dumpling King 2,696 Monterey Blvd,San Francisco,CA,94127,37.731568,-122.45097,"{'longitude': '-122.45097', 'latitude': '37.731568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155232380.0,71909_20161005,2016-10-05T00:00:00.000,86.0,Routine - Unscheduled,71909_20161005_103132,Improper thawing methods,Moderate Risk,40.0,7.0,4.0,9.0,59.0,41.0
14650,5010,LATTE EXPRESS,48 05th St,San Francisco,CA,94103,37.783225,-122.407252,"{'longitude': '-122.407252', 'latitude': '37.783225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155287328.0,5010_20161004,2016-10-04T00:00:00.000,86.0,Routine - Unscheduled,5010_20161004_103109,Unclean or unsanitary food contact surfaces,High Risk,34.0,2.0,9.0,14.0,28853.0,34.0
14673,63651,SFDH - Employee Cafeteria,450 Powell St Basement,San Francisco,CA,94102,37.788918,-122.408507,"{'longitude': '-122.408507', 'latitude': '37.788918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155397755.0,63651_20190212,2019-02-12T00:00:00.000,88.0,Routine - Unscheduled,63651_20190212_103154,Unclean or degraded floors walls or ceilings,Low Risk,6.0,1.0,10.0,5.0,28852.0,8.0
14678,70838,Trattoria Da Vittorio,150 WEST PORTAL Ave,San Francisco,CA,94127,37.739223,-122.46766,"{'longitude': '-122.46766', 'latitude': '37.739223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150507976.0,70838_20180111,2018-01-11T00:00:00.000,81.0,Routine - Unscheduled,70838_20180111_103144,Unapproved or unmaintained equipment or utensils,Low Risk,40.0,8.0,4.0,1.0,59.0,41.0
14680,3228,THANH LONG RESTAURANT,4101 JUDAH St,San Francisco,CA,94122,37.760383,-122.50609,"{'longitude': '-122.50609', 'latitude': '37.760383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155257984.0,3228_20180619,2018-06-19T00:00:00.000,86.0,Routine - Unscheduled,3228_20180619_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,35.0,8.0,3.0,1.0,56.0,35.0
14728,5853,RAOUL WALLENBERG HIGH SCHOOL,40 VEGA St,San Francisco,CA,94115,37.780133,-122.445864,"{'longitude': '-122.445864', 'latitude': '37.780133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155743469.0,5853_20171026,2017-10-26T00:00:00.000,98.0,Routine - Unscheduled,5853_20171026_103147,Inadequate ventilation or lighting,Low Risk,16.0,5.0,1.0,15.0,54.0,18.0
14729,1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,San Francisco,CA,94110,37.748855,-122.418134,"{'longitude': '-122.418134', 'latitude': '37.748855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155286927.0,1005_20180919,2018-09-19T00:00:00.000,86.0,Routine - Unscheduled,1005_20180919_103142,Unclean nonfood contact surfaces,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14744,2359,LA TRAVIATA,2854 MISSION St,San Francisco,CA,94110,37.751296,-122.418414,"{'longitude': '-122.418414', 'latitude': '37.751296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155280500.0,2359_20170706,2017-07-06T00:00:00.000,62.0,Routine - Unscheduled,2359_20170706_103154,Unclean or degraded floors walls or ceilings,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14748,4481,Bi Rite Market,3639 18th St,San Francisco,CA,94110,37.761483,-122.424688,"{'longitude': '-122.424688', 'latitude': '37.761483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155249760.0,4481_20180913,2018-09-13T00:00:00.000,89.0,Routine - Unscheduled,4481_20180913_103105,Improper cooling methods,High Risk,19.0,4.0,5.0,2.0,28859.0,20.0
14750,3621,JIM'S RESTAURANT,2420 MISSION St,San Francisco,CA,94110,37.758271,-122.419081,"{'longitude': '-122.419081', 'latitude': '37.758271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155286020.0,3621_20160908,2016-09-08T00:00:00.000,92.0,Routine - Unscheduled,3621_20160908_103154,Unclean or degraded floors walls or ceilings,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14754,59044,Taqueria Cazadores,1600 C Mission St,San Francisco,CA,94110,37.749851,-122.415121,"{'longitude': '-122.415121', 'latitude': '37.749851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14156781286.0,59044_20190212,2019-02-12T00:00:00.000,80.0,Routine - Unscheduled,59044_20190212_103103,High risk food holding temperature,High Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14759,4859,7-ELEVEN STORE 2230-23342E,3080 SAN JOSE Ave,San Francisco,CA,94112,37.709683,-122.457571,"{'longitude': '-122.457571', 'latitude': '37.709683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150999200.0,4859_20170308,2017-03-08T00:00:00.000,90.0,Routine - Unscheduled,4859_20170308_103139,Improper food storage,Low Risk,25.0,8.0,6.0,9.0,28861.0,28.0
14762,63256,Viva Goa Indian Cuisine,2420 LOMBARD St,San Francisco,CA,94123,37.799188,-122.441423,"{'longitude': '-122.441423', 'latitude': '37.799188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155699014.0,63256_20180509,2018-05-09T00:00:00.000,87.0,Routine - Unscheduled,63256_20180509_103138,Improper storage use or identification of toxic substances,Low Risk,17.0,9.0,1.0,13.0,57.0,13.0
14770,3317,Pane e Vino Trattoria,1715 UNION St,San Francisco,CA,94123,37.798063,-122.427637,"{'longitude': '-122.427637', 'latitude': '37.798063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155442111.0,3317_20171026,2017-10-26T00:00:00.000,80.0,Routine - Unscheduled,3317_20171026_103150,Improper or defective plumbing,Low Risk,17.0,9.0,1.0,13.0,57.0,13.0
14773,5838,HARVEY MILK ELEMENTARY SCHOOL,4235 19th St,San Francisco,CA,94114,37.759173,-122.436488,"{'longitude': '-122.436488', 'latitude': '37.759173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155246276.0,5838_20170323,2017-03-23T00:00:00.000,98.0,Routine - Unscheduled,5838_20170323_103145,Improper storage of equipment utensils or linens,Low Risk,3.0,4.0,5.0,2.0,28862.0,5.0
14775,4987,ROSSI'S DELI,426 Castro St,San Francisco,CA,94114,37.761954,-122.435168,"{'longitude': '-122.435168', 'latitude': '37.761954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155864533.0,4987_20170630,2017-06-30T00:00:00.000,86.0,Routine - Unscheduled,4987_20170630_103139,Improper food storage,Low Risk,3.0,4.0,5.0,15.0,28862.0,5.0
14781,2305,TIA MARGARITA INC,300 19th Ave,San Francisco,CA,94121,37.782124,-122.478425,"{'longitude': '-122.478425', 'latitude': '37.782124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155759274.0,2305_20181017,2018-10-17T00:00:00.000,85.0,Routine - Unscheduled,2305_20181017_103105,Improper cooling methods,High Risk,26.0,6.0,2.0,11.0,55.0,29.0
14783,1249,KABABAYAN FAST FOOD,2706 MISSION St,San Francisco,CA,94110,37.753691,-122.418657,"{'longitude': '-122.418657', 'latitude': '37.753691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155929635.0,1249_20180515,2018-05-15T00:00:00.000,74.0,Routine - Unscheduled,1249_20180515_103109,Unclean or unsanitary food contact surfaces,High Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14793,628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,San Francisco,CA,94115,37.786407,-122.440057,"{'longitude': '-122.440057', 'latitude': '37.786407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155774246.0,628_20180504,2018-05-04T00:00:00.000,74.0,Routine - Unscheduled,628_20180504_103129,Insufficient hot water or running water,Moderate Risk,27.0,6.0,1.0,13.0,29490.0,30.0
14817,71909,Shanghai Dumpling King 2,696 Monterey Blvd,San Francisco,CA,94127,37.731568,-122.45097,"{'longitude': '-122.45097', 'latitude': '37.731568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155232380.0,71909_20171213,2017-12-13T00:00:00.000,92.0,Routine - Unscheduled,71909_20171213_103154,Unclean or degraded floors walls or ceilings,Low Risk,40.0,7.0,4.0,9.0,59.0,41.0
14826,62179,Pampanguena Cuisine,4441 Mission St,San Francisco,CA,94112,37.727111,-122.432926,"{'longitude': '-122.432926', 'latitude': '37.727111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155588899.0,62179_20180426,2018-04-26T00:00:00.000,92.0,Routine - Unscheduled,62179_20180426_103144,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,7.0,6.0,9.0,28861.0,7.0
14830,2325,THE CITRUS CLUB,1790 HAIGHT St,San Francisco,CA,94117,37.769428,-122.451604,"{'longitude': '-122.451604', 'latitude': '37.769428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155759656.0,2325_20181128,2018-11-28T00:00:00.000,88.0,Routine - Unscheduled,2325_20181128_103144,Unapproved or unmaintained equipment or utensils,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
14832,65824,Sugarhill Kitchen,1449 LOMBARD St,San Francisco,CA,94123,37.801173,-122.425467,"{'longitude': '-122.425467', 'latitude': '37.801173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155292368.0,65824_20190430,2019-04-30T00:00:00.000,85.0,Routine - Unscheduled,65824_20190430_103157,Food safety certificate or food handler card not available,Low Risk,17.0,9.0,1.0,13.0,57.0,13.0
14847,1994,EL POLLO SUPREMO,5210 MISSION St,San Francisco,CA,94112,37.715469,-122.441846,"{'longitude': '-122.441846', 'latitude': '37.715469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155335750.0,1994_20160810,2016-08-10T00:00:00.000,92.0,Routine - Unscheduled,1994_20160810_103133,Foods not protected from contamination,Moderate Risk,25.0,7.0,6.0,9.0,28861.0,28.0
14848,2266,ALI BABA'S CAVE RESTAURANT,799 Valencia St,San Francisco,CA,94110,37.760164,-122.421334,"{'longitude': '-122.421334', 'latitude': '37.760164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155863054.0,2266_20181011,2018-10-11T00:00:00.000,69.0,Routine - Unscheduled,2266_20181011_103154,Unclean or degraded floors walls or ceilings,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14855,2315,TAQUERIA CAN-CUN,2288 MISSION St,San Francisco,CA,94110,37.760487,-122.419285,"{'longitude': '-122.419285', 'latitude': '37.760487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155259560.0,2315_20171106,2017-11-06T00:00:00.000,80.0,Routine - Unscheduled,2315_20171106_103142,Unclean nonfood contact surfaces,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14867,151,BUS STOP PIZZA #1,256 Divisadero St,San Francisco,CA,94117,37.771487,-122.437047,"{'longitude': '-122.437047', 'latitude': '37.771487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155629119.0,151_20160726,2016-07-26T00:00:00.000,92.0,Routine - Unscheduled,151_20160726_103129,Insufficient hot water or running water,Moderate Risk,9.0,5.0,11.0,15.0,29492.0,3.0
14870,5905,MARINA MIDDLE SCHOOL,3500 FILLMORE St,San Francisco,CA,94123,37.801776,-122.43641,"{'longitude': '-122.43641', 'latitude': '37.801776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155743495.0,5905_20190301,2019-03-01T00:00:00.000,87.0,Routine - Unscheduled,5905_20190301_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,17.0,9.0,1.0,13.0,57.0,13.0
14873,64007,Oakes Children's Center,1550 Treat Ave.,San Francisco,CA,94110,37.745947,-122.412515,"{'longitude': '-122.412515', 'latitude': '37.745947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155648000.0,64007_20170209,2017-02-09T00:00:00.000,96.0,Routine - Unscheduled,64007_20170209_103144,Unapproved or unmaintained equipment or utensils,Low Risk,2.0,7.0,7.0,2.0,28859.0,2.0
